Entity,Code,Year,cancer_percent,incidence,over65_percent,HDI,life_expectancy,population,urban_percentage,mean_school,GDP_per_capita,equator_dist,BMI,pesticide,cig_prevalence,cig_per_smoker,vegetable,fat,meat,protein,milk,fruit,calories
Belgium,BEL,2006,2.098879261,353.6329009,17.31498026,0.896,79.211,10619000,97.454,11.1,35065,5642.74677,25.94159143,9.55,25.200001,16.700001,122.6,163.62,78.4,100.12,234.51,238.8767123,3716
Belgium,BEL,2007,2.114430721,357.2906891,17.29509276,0.899,79.441,10698000,97.505,11.1,35943,5642.74677,25.98565441,7.81,25.4,16.1,129.09,165.2,82.93,101.18,231.58,230.4109589,3713
Belgium,BEL,2008,2.117193498,356.6116375,17.26249907,0.899,79.662,10779000,97.555,11,36634,5642.74677,26.02716125,7.53,25.700001,15.5,129.24,162.36,68.58,98.38,254.23,247.5342465,3702
Belgium,BEL,2009,2.113430291,353.5225273,17.26515064,0.899,79.873,10860000,97.603,11.1,37260,5642.74677,26.06613303,6.38,26,15.1,128.86,159.41,66.34,96.11,238.83,213.8904109,3697
Belgium,BEL,2010,2.112800627,350.7435544,17.33402726,0.903,80.072,10939000,97.651,11.1,38592,5642.74677,26.10176709,5.43,26.1,14.7,117.05,161.27,68.9,96.92,232.36,193.5890411,3707
Belgium,BEL,2011,2.121630681,351.3075473,17.43376273,0.904,80.261,11014000,97.698,11.2,38130,5642.74677,26.13430401,6.78,26.1,14.5,129.2,167.7,66.68,96.57,228.46,163.7534246,3720
Belgium,BEL,2012,2.130462455,353.8286967,17.59301774,0.905,80.444,11085000,97.744,11.2,38907,5642.74677,26.1641707,7.44,26.1,14.3,130.29,161.56,72.32,98.95,228.41,169.0136986,3715
Bolivia,BOL,1990,0.566606552,235.4610711,4.644972164,0.54,56.099,6865000,55.577,6.41,2151,-1820.081965,23.59399254,0.99,33.700001,2.5,50.05,38.25,39.06,50.83,24.35,254.5205479,1938
Bolivia,BOL,1991,0.574851306,236.647827,4.700138473,0.549,56.721,7011000,56.579,6.5,2235,-1820.081965,23.72036066,0.63,33.900002,2.5,53.39,39.52,39.54,53.56,28.07,254.0273972,2020
Bolivia,BOL,1992,0.581685101,236.8787046,4.760575457,0.555,57.351,7161000,57.541,6.7,2292,-1820.081965,23.84524844,0.3,34.099998,2.4000001,48.23,41.6,38.23,52.67,26.12,247.2054794,2022
Bolivia,BOL,1993,0.590757447,238.1287434,4.822087148,0.562,57.989,7313000,58.079,6.8,2380,-1820.081965,23.96884511,0.45,34.400002,2.3,49.69,39.61,39.08,53.55,31.52,245.3150685,2007
Bolivia,BOL,1994,0.595670961,237.7678152,4.878774596,0.57,58.631,7467000,58.615,7,2534,-1820.081965,24.0915684,0.57,34.700001,2.3,50.32,41,41.54,52.19,28.39,237.9178082,1959
Bolivia,BOL,1995,0.602171154,238.2620297,4.928015525,0.578,59.276,7622000,59.15,7.1,2774,-1820.081965,24.21373802,0.64,35,2.2,53.17,44.38,42.32,55.31,36.89,250.8219178,2106
Bolivia,BOL,1996,0.603015524,236.1640018,4.99862005,0.585,59.922,7779000,59.682,7.2,3027,-1820.081965,24.33388628,0.75,35.299999,2.2,55.15,47.11,43.63,53.13,40.39,249.6438356,2047
Bolivia,BOL,1997,0.610933188,237.7508301,5.06440475,0.587,60.566,7937000,60.212,7.2,3029,-1820.081965,24.45239407,0.82,34.599998,2.2,56.81,47.16,45.04,54,37.68,260.9041096,2055
Bolivia,BOL,1998,0.615643644,237.5114005,5.126543812,0.599,61.204,8097000,60.739,7.3,3054,-1820.081965,24.56958411,0.91,34.200001,2.2,53.01,42.02,47.76,52.12,37.97,256.5479452,1951
Bolivia,BOL,1999,0.62084372,237.7118207,5.186200522,0.608,61.835,8257000,61.264,7.4,3008,-1820.081965,24.68575662,0.99,34,2.2,54.82,42.34,47.8,55.21,38.47,259.3972602,2037
Bolivia,BOL,2000,0.625838267,237.5598699,5.244703659,0.616,62.452,8418000,61.787,7.4,2984,-1820.081965,24.8006827,1.08,33.799999,2.2,54.95,41.49,47.53,56.16,36.24,267.1232876,2076
Bolivia,BOL,2001,0.62685679,236.0449646,5.311206511,0.619,63.054,8580000,62.306,7.3,3057,-1820.081965,24.91418725,1.18,33.5,2.2,53.81,41.64,48.22,55.54,28.26,268.4383561,2083
Bolivia,BOL,2002,0.632497334,236.0333512,5.376003653,0.625,63.64,8743000,62.783,7.2,3158,-1820.081965,25.02659798,1.23,33.200001,2.2,53.47,43.61,48.92,56.63,39.53,261.8082191,2102
Bolivia,BOL,2003,0.634403112,235.0202229,5.443955039,0.629,64.21,8906000,63.248,7.1,3251,-1820.081965,25.13844983,1.25,32.700001,2.2,47.36,45.45,48.92,57.25,38.94,233.9452054,2117
Bolivia,BOL,2004,0.636188971,233.6574819,5.520595953,0.63,64.766,9069000,63.711,7.1,3393,-1820.081965,25.25059048,1.66,32,2.3,47.06,45.14,50.11,55.63,36.11,195.3150685,2051
Bolivia,BOL,2005,0.639549004,233.2787287,5.609248654,0.632,65.312,9232000,64.17,7,3592,-1820.081965,25.36338603,1.78,30.1,2.4000001,47.5,46.13,53.78,57.97,40.3,190.630137,2106
Bolivia,BOL,2006,0.639664757,231.9796009,5.697036628,0.638,65.853,9395000,64.628,7.3,3724,-1820.081965,25.47743504,1.89,28.299999,2.5999999,35.86,47.59,62.77,60.64,28.06,179.2054794,2159
Bolivia,BOL,2007,0.644774598,232.3711772,5.79339367,0.638,66.395,9558000,65.082,7.1,3882,-1820.081965,25.59272245,1.86,26.6,2.8,35.82,49.8,70.14,63.28,27.93,178,2165
Bolivia,BOL,2008,0.645775311,231.5536795,5.896875097,0.647,66.937,9721000,65.535,7.6,4305,-1820.081965,25.70970912,1.98,25.200001,2.9000001,35,50.7,71.82,63.4,29.76,176.630137,2146
Bolivia,BOL,2009,0.646148456,230.7374956,6.00514063,0.651,67.476,9885000,65.984,7.9,4434,-1820.081965,25.82833086,2.2,24.700001,3,33.76,46.45,64.09,62.95,36.24,192.1369863,2133
Bolivia,BOL,2010,0.647758125,230.1713992,6.117166687,0.656,68.007,10049000,66.43,7.8,4805,-1820.081965,25.94809554,2.62,24.5,3.0999999,32.67,48.59,69.12,64.91,39.96,196.7123287,2177
Bolivia,BOL,2011,0.648668982,229.4885555,6.24274818,0.66,68.521,10213000,66.874,8,5331,-1820.081965,26.06908669,2.72,24.4,3.0999999,33.33,51.65,68.22,65.89,45.3,190.7671233,2222
Bolivia,BOL,2012,0.650226893,228.6967383,6.368150249,0.663,69.01,10378000,67.315,8.3,5548,-1820.081965,26.19058925,2.9,24.4,3.0999999,32.56,53.48,66.9,65.09,47.56,195.6164383,2234
Botswana,BWA,1990,0.419559309,181.0895394,3.285160512,0.57,59.191,1287000,41.933,5.52,6195,-2494.737178,22.58174206,0.04,14.2,25.299999,25.53,56.72,30.18,68.63,111.97,91.72602738,2216
Botswana,BWA,1991,0.421888991,181.409369,3.301385335,0.576,58.232,1326000,45.292,5.8,6492,-2494.737178,22.73614907,0.06,14.1,24.6,29.95,62.47,30.92,67.61,124.78,106.6575342,2224
Botswana,BWA,1992,0.423486166,181.5043335,3.301739425,0.574,57.219,1364000,46.443,6,6708,-2494.737178,22.87794969,0.07,14,24.200001,27.73,57.58,32.83,68.25,132.55,112.4109589,2203
Botswana,BWA,1993,0.423073603,181.1694359,3.292235778,0.573,56.222,1399000,47.286,6.2,6669,-2494.737178,23.00819193,0.05,13.9,23.799999,31.98,48.5,29.7,64.34,96.35,132.0821918,2069
Botswana,BWA,1994,0.419411341,180.1054849,3.277271019,0.567,55.284,1434000,48.133,6.5,6684,-2494.737178,23.12832618,0.04,13.9,23.5,29.17,46.68,23.87,67.45,103.76,96.24657533,2186
Botswana,BWA,1995,0.410186874,177.5723817,3.255298556,0.573,54.41,1469000,48.981,6.7,7017,-2494.737178,23.24001881,0.05,13.8,23.200001,24.01,53.13,31.96,68.88,112.49,89.75342464,2188
Botswana,BWA,1996,0.393650474,171.5515991,3.248290391,0.572,53.572,1505000,49.83,6.9,7678,-2494.737178,23.34094743,0.05,13.7,22.9,25.58,54.48,31.06,69.93,114.36,90.60273971,2214
Botswana,BWA,1997,0.380449671,166.871278,3.241443108,0.575,52.749,1540000,50.677,7.1,8084,-2494.737178,23.43314025,0.06,13.7,22.5,26.38,53.21,26.75,66.08,111.69,106.4109589,2165
Botswana,BWA,1998,0.36975848,164.0622146,3.240780696,0.577,51.947,1576000,51.525,7.3,8284,-2494.737178,23.51881259,0.07,13.6,22.1,25.83,49.67,22.4,61.7,113.12,114.6027397,2081
Botswana,BWA,1999,0.365951052,163.2323418,3.246362087,0.579,51.214,1610000,52.372,7.4,8977,-2494.737178,23.59952537,0.07,13.5,21.6,26.53,51.26,20.27,64.22,123.34,166.5205479,2117
Botswana,BWA,2000,0.368283904,164.7170807,3.254420586,0.578,50.629,1643000,53.219,7.6,9525,-2494.737178,23.67682832,0.05,13.4,21,45.84,49.16,23.21,65.18,132.31,178.3013698,2080
Botswana,BWA,2001,0.377149832,167.7177266,3.239488427,0.58,50.281,1675000,54.062,7.7,9348,-2494.737178,23.74895924,0.08,13.3,20.4,34.6,48.44,20.8,68.04,142.33,127.5068493,2154
Botswana,BWA,2002,0.394088484,172.6482461,3.210644816,0.576,50.232,1705000,54.57,7.9,10876,-2494.737178,23.81687507,0.07,13.3,19.799999,42.34,47.48,23.02,66.38,122.01,175.0684931,2111
Botswana,BWA,2003,0.412667651,177.6848428,3.178047945,0.583,50.518,1734000,55.029,8,10503,-2494.737178,23.88124369,0.09,13.3,19.1,33.52,48.43,19.79,61.22,89.1,122.8219178,2113
Botswana,BWA,2004,0.429795739,181.0241207,3.15412905,0.589,51.15,1766000,55.488,8.1,10827,-2494.737178,23.94292049,0.07,13.2,18.4,26.16,56.42,26.15,62.5,96.13,105.3150685,2191
Botswana,BWA,2005,0.438928998,182.008553,3.145277748,0.598,52.13,1799000,55.944,8.3,12113,-2494.737178,24.00181965,0.07,13.3,17.700001,24.18,61.33,27.95,59.63,93.53,107.6438356,2198
Botswana,BWA,2006,0.447958789,182.1569964,3.174723352,0.612,53.435,1836000,56.4,8.4,12363,-2494.737178,24.05725861,0.08,13.3,17.1,26.17,53.84,25.48,57.24,90.55,117.6164383,2150
Botswana,BWA,2007,0.459066995,181.0339836,3.215266236,0.625,54.983,1875000,57.928,8.5,12525,-2494.737178,24.10906016,0.09,13.4,16.5,36.85,55.72,24.66,57.35,87.19,137.3150685,2166
Botswana,BWA,2008,0.483864188,185.8818747,3.258233937,0.638,56.679,1916000,59.444,8.6,12318,-2494.737178,24.15707237,0.06,13.5,15.9,33.86,55.39,27.77,59.88,86.61,156.4383561,2184
Botswana,BWA,2009,0.500541837,187.7336606,3.293323054,0.647,58.447,1953000,60.937,8.8,11246,-2494.737178,24.20058642,0.05,13.5,15.6,30.74,57.99,28.75,64.19,96.58,130.739726,2199
Botswana,BWA,2010,0.508964978,187.3841355,3.316835296,0.66,60.211,1987000,62.412,8.9,12188,-2494.737178,24.24061416,0.07,13.5,15.2,37.83,55.38,30.41,63.49,84.52,139.8630137,2234
Botswana,BWA,2011,0.518088354,188.2419216,3.42318633,0.676,61.91,2015000,63.865,8.9,13376,-2494.737178,24.27914584,0.05,13.5,14.9,36.82,60.58,29.15,63.71,99.95,128.9315068,2273
Botswana,BWA,2012,0.522987943,187.9441644,3.520962406,0.687,63.511,2040000,64.768,9,13285,-2494.737178,24.31678413,0.06,13.5,14.6,35.69,65.27,29.92,65.97,112.3,161.3424657,2342
Brazil,BRA,1990,0.546684137,260.3574001,4.261758821,0.613,66.343,149003008,73.922,4.04,5647,-1590.462193,24.09003489,0.88,17.799999,34,34.31,77.93,49.41,65.7,92.4,246.8219178,2719
Brazil,BRA,1991,0.556808914,258.2356742,4.366592714,0.62,66.742,151648000,74.69,3.9,5901,-1590.462193,24.17248909,1.06,17.799999,34,34.32,82.31,52.64,68.27,96.94,278.0821917,2777
Brazil,BRA,1992,0.571266514,258.8484988,4.4727789,0.626,67.141,154259008,75.444,4.1,5999,-1590.462193,24.25412846,1.24,17.9,34,32.36,80.86,53.68,68.3,95,279.9452054,2771
Brazil,BRA,1993,0.58766556,260.9911534,4.57666573,0.634,67.539,156848992,76.181,4.3,6359,-1590.462193,24.33515364,1.44,17.9,33.799999,34.06,79.26,55.3,69.55,93.55,225.8082191,2774
Brazil,BRA,1994,0.599946687,261.417048,4.673073499,0.642,67.932,159432992,76.903,4.5,7051,-1590.462193,24.416236,1.64,17.799999,33.400002,36.84,79.97,60.57,72.41,97.11,213.4520548,2818
Brazil,BRA,1995,0.61205889,261.9682229,4.7600728,0.651,68.318,162020000,77.61,4.6,8073,-1590.462193,24.49754413,1.86,17.6,32.799999,38.63,81.22,69.02,74.15,114.5,295.369863,2812
Brazil,BRA,1996,0.625501828,263.0432342,4.860904028,0.657,68.695,164615008,78.302,4.8,9500,-1590.462193,24.58026313,1.99,17.5,32.099998,36.91,82.2,70.25,78.62,116.57,293.5616438,2840
Brazil,BRA,1997,0.639211483,264.1357044,4.951740049,0.664,69.061,167208992,79.048,5,9121,-1590.462193,24.66472101,2.12,17.200001,31.6,37.86,85.64,71.92,76.69,112.42,335.7534246,2854
Brazil,BRA,1998,0.655461966,266.2580966,5.040533851,0.67,69.419,169784992,79.781,5.2,8661,-1590.462193,24.75160703,2.25,16.9,31.200001,37.4,86.91,72.22,76.96,112.39,288.3013698,2853
Brazil,BRA,1999,0.671168987,268.8548508,5.137692708,0.675,69.769,172319008,80.496,5.4,8279,-1590.462193,24.84097575,2.37,16.799999,30.9,39.43,96.7,76.44,79.29,113.66,325.0958904,2865
Brazil,BRA,2000,0.682737819,270.256208,5.249196838,0.684,70.116,174790000,81.192,5.6,8316,-1590.462193,24.93263639,2.56,16.6,30.4,37.64,99.68,78.98,79.42,112.42,299.8630137,2880
Brazil,BRA,2001,0.692136483,271.6510571,5.387065786,0.691,70.462,177196000,81.553,5.8,8188,-1590.462193,25.02392458,2.71,16.5,30.1,38.17,99.38,76.38,79.74,109.23,231.8630137,2892
Brazil,BRA,2002,0.70040258,272.5104367,5.539628151,0.698,70.813,179538000,81.88,6,8190,-1590.462193,25.11621048,2.56,16.299999,29.799999,44.51,100.8,78.69,81.33,116.23,304.849315,2927
Brazil,BRA,2003,0.709370549,273.8844951,5.699615519,0.694,71.17,181808992,82.203,6.2,8038,-1590.462193,25.21033758,3.16,16.200001,29.700001,47.02,103.63,79.66,84.42,113.42,270.6575342,3067
Brazil,BRA,2004,0.715646316,274.1533752,5.85634318,0.697,71.531,184006000,82.521,6.2,8365,-1590.462193,25.30800323,3.66,15.9,29.5,44.62,105.18,81.21,83.76,116.52,286.3287671,3082
Brazil,BRA,2005,0.717903312,272.987518,6.005480029,0.7,71.896,186127008,82.834,6.3,8639,-1590.462193,25.40967907,3.89,15.6,29.200001,43.68,102.4,74.52,83.08,121.05,272.2739726,3078
Brazil,BRA,2006,0.724418778,273.8530963,6.165200089,0.701,72.26,188167008,83.143,6.4,9324,-1590.462193,25.51542323,3.94,15.3,28.799999,46.27,105.28,77.9,84.39,123.67,299.6438356,3096
Brazil,BRA,2007,0.730460953,274.4868315,6.317286075,0.705,72.618,190130000,83.448,6.5,10264,-1590.462193,25.62504276,5,14.9,28.1,46.36,107,80.54,85.27,120.83,299.4246575,3106
Brazil,BRA,2008,0.736097597,274.6987017,6.470385136,0.716,72.966,192030000,83.749,6.7,11352,-1590.462193,25.73851272,5.12,14.6,27,47.3,111.14,86.18,88.58,129.08,313.7808219,3178
Brazil,BRA,2009,0.742205296,275.4074048,6.635964066,0.718,73.3,193887008,84.044,6.8,11700,-1590.462193,25.85616181,5.47,14.4,26.200001,51.58,110.52,85.21,88.54,136.66,320.849315,3166
Brazil,BRA,2010,0.747265439,276.8897915,6.820809393,0.726,73.619,195714000,84.335,6.9,13418,-1590.462193,25.97798634,5.56,14.2,25,53.1,112.99,89.47,91.63,142.96,355.0684931,3230
Brazil,BRA,2011,0.751989367,279.0149575,7.03089721,0.73,73.921,197515008,84.631,7.1,14831,-1590.462193,26.10335941,5.58,14,23.799999,53.86,115.72,92.97,94.5,150.78,381.369863,3286
Brazil,BRA,2012,0.754127082,281.0410903,7.252825982,0.734,74.209,199287008,84.923,7.3,14702,-1590.462193,26.23129267,5.58,13.8,22.799999,50.9,116.78,93.53,93.58,150.93,296.4931506,3248
Bulgaria,BGR,1990,1.160779785,260.0215046,13.14603315,0.694,71.275,8841000,66.377,8.44,10874,4774.612304,25.07516826,0.94,28.4,21.9,127.79,101.21,62.3,95.7,147.44,223.5342465,3129
Bulgaria,BGR,1991,1.168070436,249.6704004,13.5794472,0.691,71.206,8767000,66.717,8.9,11396,4774.612304,25.10636932,0.94,28.299999,22.1,110.65,96.3,54.33,90.94,148.47,188,3041
Bulgaria,BGR,1992,1.179238988,245.1219141,13.98344032,0.691,71.125,8676000,67.056,9,11858,4774.612304,25.13709112,0.9,28.299999,22.5,117.48,102.47,53.33,86.52,159.58,196.3835616,3022
Bulgaria,BGR,1993,1.169190344,235.8627153,14.36718214,0.69,71.044,8576000,67.33,9.1,8978,4774.612304,25.16847137,0.88,28.299999,22.9,111.74,99.4,62.28,87.69,165.36,149.8356164,2958
Bulgaria,BGR,1994,1.191800043,237.6776585,14.74020824,0.691,70.974,8475000,67.557,9.2,8979,4774.612304,25.2011988,0.87,28.5,23.4,116.36,90.62,57.15,85.32,155.51,148.1643835,2873
Bulgaria,BGR,1995,1.200109954,238.820249,15.10631904,0.697,70.932,8379000,67.782,9.3,9075,4774.612304,25.23623697,0.84,28.799999,23.9,129.8,91.7,58.5,87.12,157.79,184.3835616,2896
Bulgaria,BGR,1996,1.221993845,244.2363532,15.4857169,0.703,70.937,8292000,68.007,9.3,7834,4774.612304,25.27422213,0.77,29.200001,24.6,120.42,88.03,57.89,83.22,152.62,167.5342466,2741
Bulgaria,BGR,1997,1.260201167,256.5741728,15.83924088,0.704,70.997,8212000,68.231,9.4,7133,4774.612304,25.31567308,0.73,30.1,25,125.25,85.67,57.21,82.36,156.13,150.0821918,2676
Bulgaria,BGR,1998,1.253441934,255.403834,16.15351814,0.71,71.114,8138000,68.454,9.4,7706,4774.612304,25.36181642,0.82,31.4,25.200001,164.32,95.69,65.65,89.86,172.49,126.4109589,2818
Bulgaria,BGR,1999,1.260301661,254.7555153,16.4093012,0.709,71.285,8067000,68.677,9.5,7987,4774.612304,25.41243548,0.78,32.799999,25.200001,151.35,92.16,57.4,88.93,168.23,135.4520548,2879
Bulgaria,BGR,2000,1.287403226,261.8742459,16.59466286,0.712,71.501,7998000,68.899,9.5,8671,4774.612304,25.46704203,0.76,34.299999,25.200001,141.86,92.31,57.09,85.79,169.65,141.3150685,2813
Bulgaria,BGR,2001,1.312468711,264.9664194,16.85500012,0.722,71.744,7931000,69.166,9.9,9121,4774.612304,25.52589505,0.74,35.599998,25.200001,115.53,92.23,55.81,84.36,142.28,138.9589041,2816
Bulgaria,BGR,2002,1.339808648,268.7247455,17.04297314,0.729,71.994,7866000,69.524,10,9647,4774.612304,25.58863012,0.73,36.700001,25.1,103.82,92.45,53.8,81.87,153.3,121.369863,2779
Bulgaria,BGR,2003,1.360368425,270.9002402,17.17473622,0.738,72.237,7804000,69.879,10.1,9937,4774.612304,25.65434227,0.7,37.700001,24.9,133.82,94.36,45.04,78.55,160.23,103.8082192,2757
Bulgaria,BGR,2004,1.394239723,276.5102105,17.27201499,0.745,72.463,7745000,70.233,10.1,10492,4774.612304,25.72284635,0.67,38.200001,24.5,107.85,95.23,50.64,80.13,169.14,113.3972603,2764
Bulgaria,BGR,2005,1.418527647,283.4900055,17.35076874,0.75,72.673,7687000,70.584,10.2,11102,4774.612304,25.79390548,0.66,38.400002,24,63.49,95.75,50.7,77.82,159.24,89.72602738,2723
Bulgaria,BGR,2006,1.446137253,288.0124143,17.48070898,0.756,72.874,7631000,70.932,10.4,12210,4774.612304,25.86679646,0.63,38.099998,23.4,92.13,92.99,47.88,79.75,161.9,92.02739725,2759
Bulgaria,BGR,2007,1.464336841,287.8659425,17.59050676,0.764,73.077,7577000,71.278,10.5,13709,4774.612304,25.94088065,0.6,37.599998,22.6,75.38,93.82,47.19,76.13,151.94,136.1643835,2734
Bulgaria,BGR,2008,1.476765252,287.652887,17.70390215,0.771,73.287,7524000,71.622,10.5,14734,4774.612304,26.01535056,0.56,36.900002,21.5,77.82,92.48,51.49,80.01,144.89,93.99999999,2782
Bulgaria,BGR,2009,1.500030098,289.0832903,17.85833516,0.774,73.504,7474000,71.963,10.6,14797,4774.612304,26.08948365,0.52,36.200001,20.299999,74.78,95.77,55.8,80.48,131.61,99.89041094,2785
Bulgaria,BGR,2010,1.526514014,293.2178069,18.07867412,0.779,73.722,7425000,72.302,10.6,14971,4774.612304,26.1632302,0.47,34.900002,19.299999,77.1,96.25,52.98,79.88,134.81,98.16438355,2762
Bulgaria,BGR,2011,1.546476926,294.0456135,18.41206725,0.782,73.932,7379000,72.638,10.7,15112,4774.612304,26.23747677,0.43,33.599998,18.1,71.71,94.21,56.64,81,143.83,127.2328767,2769
Bulgaria,BGR,2012,1.556105218,292.5302994,18.81418647,0.786,74.126,7334000,72.975,10.8,15757,4774.612304,26.31279104,0.38,32.299999,16.9,63.18,94.12,56.6,81.52,148.61,155.7534246,2777
Burkina Faso,BFA,1990,0.456035675,191.5342883,3.28290641,0.286,49.454,8811000,13.815,1.2,1424,1367.376218,20.08039814,0.01,12.6,4.1999998,23.57,46.52,13.48,65.98,20.45,19.20547945,2196
Burkina Faso,BFA,1991,0.448829615,186.52398,3.255881382,0.286,49.409,9050000,14.07,1.2,1449,1367.376218,20.16876068,0.01,12.5,4.0999999,23.56,43.5,13.76,66.48,23.09,19.12328767,2233
Burkina Faso,BFA,1992,0.443058405,182.6776028,3.217719307,0.286,49.374,9297000,14.33,1.2,1369,1367.376218,20.25393116,0.01,12.5,4.0999999,24.05,45.78,13.52,68.83,19.57,18.98630137,2292
Burkina Faso,BFA,1993,0.437264547,179.0500048,3.170298465,0.286,49.36,9552000,14.593,1.2,1337,1367.376218,20.33696365,0,12.5,4.0999999,24.32,47.06,13.61,70.98,20.92,19.04109589,2313
Burkina Faso,BFA,1994,0.431353497,176.0221271,3.114666725,0.286,49.38,9817000,14.86,1.2,1196,1367.376218,20.41848101,0,12.5,4.0999999,26.49,51.18,13.76,70.36,19.63,18.95890411,2344
Burkina Faso,BFA,1995,0.427753166,173.7659987,3.05209835,0.286,49.445,10090000,15.131,1.2,1236,1367.376218,20.49991781,0,12.5,4,23.96,50.12,13.8,70.03,22.24,19.09589041,2337
Burkina Faso,BFA,1996,0.424742601,171.1926998,3.006022032,0.286,49.557,10373000,15.407,1.2,1297,1367.376218,20.58428355,0.01,12.5,3.9000001,29.97,49.63,13.84,69.62,19.47,19.67123287,2338
Burkina Faso,BFA,1997,0.423927056,169.571731,2.952113281,0.286,49.713,10666000,15.875,1.2,1344,1367.376218,20.67165469,0.02,12.4,3.7,29.33,48.84,14.04,67.08,19.82,20.63013698,2311
Burkina Faso,BFA,1998,0.423745354,168.3732879,2.892588053,0.286,49.914,10969000,16.51,1.2,1364,1367.376218,20.76232881,0.03,12.3,3.5,28.98,49.88,13.96,68.04,20.09,20.63013698,2285
Burkina Faso,BFA,1999,0.419995078,165.1234964,2.829623864,0.286,50.168,11283000,17.166,1.2,1384,1367.376218,20.85578321,0.02,12.1,3.4000001,29.54,50.45,13.81,69.36,21.43,22.1369863,2343
Burkina Faso,BFA,2000,0.418405612,162.7903954,2.764874256,0.286,50.489,11608000,17.844,1.2,1355,1367.376218,20.95129505,0.02,12,3.2,29.56,51.69,14.1,68.96,20.54,21.39726027,2318
Burkina Faso,BFA,2001,0.416437738,159.9744117,2.730483691,0.29,50.893,11945000,18.54,1.3,1315,1367.376218,21.04878105,0.01,11.8,3.0999999,28.36,50.76,14.19,68.99,18.31,19.17808219,2332
Burkina Faso,BFA,2002,0.415875172,157.2621947,2.692298932,0.296,51.384,12293000,19.258,1.3,1283,1367.376218,21.14700089,0.01,11.7,2.9000001,29.13,57.21,14.29,70.88,17.98,19.36986301,2411
Burkina Faso,BFA,2003,0.416159993,155.5820135,2.651379287,0.303,51.956,12655000,19.996,1.3,1263,1367.376218,21.24503598,0,11.5,2.8,30.26,59.28,16.9,75.86,20.26,15.28767123,2492
Burkina Faso,BFA,2004,0.416852286,154.3100407,2.609026513,0.312,52.602,13031000,20.757,1.3,1255,1367.376218,21.34137927,0,11.2,2.7,31.16,59.22,16.93,74.97,20.31,16.43835616,2505
Burkina Faso,BFA,2005,0.417361897,152.9954415,2.565830696,0.324,53.31,13422000,21.537,1.3,1299,1367.376218,21.43440026,0.02,11,2.5999999,29.69,54.81,17.22,73.13,20.86,17.17808219,2463
Burkina Faso,BFA,2006,0.418936778,152.7104006,2.552465888,0.333,54.063,13829000,22.339,1.3,1324,1367.376218,21.52446494,0.02,10.8,2.4000001,30.01,56.04,17.38,75.26,22.66,13.56164383,2559
Burkina Faso,BFA,2007,0.417718478,152.5008494,2.536398171,0.344,54.841,14252000,22.996,1.3,1289,1367.376218,21.61032585,0.06,10.6,2.3,15.77,54.5,16.81,76.37,20.5,15.12328767,2546
Burkina Faso,BFA,2008,0.4172007,152.532492,2.517296954,0.357,55.618,14690000,23.534,1.3,1295,1367.376218,21.69144396,0.03,10.6,2.2,17.02,59.71,16.41,78.32,20.97,15.12328767,2588
Burkina Faso,BFA,2009,0.416997041,152.5868831,2.494396377,0.366,56.377,15141000,24.079,1.4,1265,1367.376218,21.76686829,0.02,10.5,2.0999999,16.13,58.42,16.38,79.73,21.77,15.53424657,2639
Burkina Faso,BFA,2010,0.422376805,154.7341228,2.467911853,0.375,57.096,15605000,24.633,1.4,1328,1367.376218,21.83687033,0.07,10.5,1.9,17.91,62.56,16.37,80.7,20.95,16.73972602,2681
Burkina Faso,BFA,2011,0.425439569,155.5766805,2.461205952,0.385,57.761,16082000,25.196,1.4,1344,1367.376218,21.9025365,0.15,10.5,1.8,16.63,60.82,16.25,79.51,21.6,17.26027397,2664
Burkina Faso,BFA,2012,0.43284252,157.3533962,2.450919071,0.394,58.374,16571000,25.767,1.4,1487,1367.376218,21.96455862,0.14,10.5,1.7,16.34,62.01,16.1,80.54,22.17,17.06849315,2707
Cameroon,CMR,1990,0.389217983,154.4383114,3.397877843,0.445,53.362,11780000,39.657,3.47,2492,823.4113745,21.96308561,0.13,8.3000002,15.2,44.6,42.56,14.91,48.51,17.88,286.4383561,2034
Cameroon,CMR,1991,0.391801718,155.592832,3.382262122,0.442,53.088,12138000,40.235,3.6,2288,823.4113745,22.08073545,0.03,8.3000002,15.1,44.85,40.88,14.45,48.06,15.42,298.9863013,2015
Cameroon,CMR,1992,0.395984585,157.2566835,3.361214717,0.438,52.738,12499000,40.817,3.7,2279,823.4113745,22.19557401,0.26,8.1999998,15,47.17,41.04,14.33,50.82,14.91,312.1917808,2113
Cameroon,CMR,1993,0.398879782,158.8200431,3.336131821,0.432,52.343,12864000,41.399,3.9,2118,823.4113745,22.30835402,0.17,8.1999998,14.8,47.89,40.21,14.07,48.31,15.13,320.739726,2021
Cameroon,CMR,1994,0.401606745,159.8535866,3.308264903,0.43,51.936,13231000,41.985,4,1918,823.4113745,22.41984915,0.09,8.1999998,14.6,49.53,40.96,13.35,49.23,14.47,326.0821917,2032
Cameroon,CMR,1995,0.404115672,160.7887448,3.278723481,0.429,51.554,13600000,42.573,4.2,2053,823.4113745,22.53101415,0.01,8.1999998,14.3,50.71,40.59,13.21,49.54,14.76,323.6164383,2048
